"word","mean","ipa","exampleSentence","translatedSentence","type"
"group","(…の)群れ,集まり,小集団《+of+名》  / (主義・系統・種類などを同じくする人・物の)派,団体  / (ポミュラーソング歌手の)グループ  / (動・植物分類上の)群;(化学の)基,原子団;(地質学上の)界;(数学の)群;(言語学上の)語派","/ɡruːp/","We formed a group to discuss the project.","プロジェクトについて話し合うためにグループを作りました。","NGSL"
"hand","手(手首から先の部分)  / (時計・計器の)針  / 《単数形で》筆跡  / 側,方([[side]])  / 《a~》《…への》援助,手助け《with, at, to ...》  / 職工,職人,人手  / 乗組員  / 《前に形容詞を置いて》《…するのが》(じょうずな・へたな)人(at ...》  / 《単数形》技量,腕前;《…の》やり方,扱い方《at, with ...》  / 《単数形で》拍手かっさい","/hænd/","He held her hand to comfort her.","彼は彼女を慰めるために彼女の手を握った。","NGSL"
"hang","《通例副詞[句]を伴って》(…に)…‘を'掛ける,下げる,つるす  / (ちょうつがいなどで)〈ドアなど〉‘を'取り付ける《+名+on+名》  / …‘を'絞殺する;(犯罪で)…‘を'絞首刑にする  / 《話》《damnの遠回しな語として,ののしりの言葉や強意表現に用いて》  / 〈頭など〉‘を'垂れる  / (絵などで)〈部屋・壁など〉‘を'飾る,覆う《+名+with+名》;〈壁紙など〉‘を'壁に張る  / 《副詞[句]を伴って》(…に)掛かる,垂れる,ぶら下がる  / (ちょうつがいなどで)〈戸などが〉取り付けられている《+on+名》  / 首をつる,首つり自殺をする;(犯罪で)絞首刑になる《+for+名(doing)》","/hæŋ/","I hang my clothes on the clothesline.","私は洗濯物を物干し竿に掛けます。","NGSL"
"harbor","〈U〉港 / 避難所,隠れ場所","/ˈhɑːrbər/","The harbor is bustling with activity as ships come and go.","港は船が出入りして活気に満ちています。","NGSL"
"head","(顔を含めた)頭, 頭部 / 頭脳  / 長,指導者  / (ある物の)上部, 先頭  / (川・泉の)源  / (人・動物の)頭数  / 首席,首位  / 《複数形で》(頭像のある)貨幣の表  / 項目,(新聞の)見出し  / 《米俗》マリファナ常用者  / 《名詞の前で形容詞的に》長の,指導者の","/hɛd/","The elephant has a large head.","象は大きな頭を持っている。","NGSL"
"health","健康,健全  / (体の)状態,調子  / 《To one's health!》(健康を祝しての)乾杯","/hɛlθ/","Exercising regularly is good for your health.","運動を定期的に行うと健康に良いです。","NGSL"
"he","彼は, 彼が / 《指す人の性別が分からないか,または分かる必要のない場合に》その人,あの人 / 《~ who(that)の形で》《文》…するものはだれでも / (動物の)オス","/h iː/","He is my father.","彼は私の父です。","NGSL"
"helpful","助けになる / 役立つ / 親切である","/'hɛlpfəl/","The helpful neighbor helped me carry my groceries.","親切な隣人が食料品を運ぶのを手伝ってくれました。","NGSL"
"her","《[[she]]の目的格》彼女に  / 《口語》《[[be]] の補語に用いて》 彼女","/hɜr/","I gave her a gift for her birthday.","彼女の誕生日に彼女にプレゼントをあげました。","NGSL"
"hesitate","ためらう,ちゅうちょする  / 口ごもる,どもる","/hɛzɪteɪt/","I hesitate to ask for help.","助けを求めることにためらいます。","NGSL"
"hi","《話》(あいさつとして)やあ,こんにちは  / 《英》(注意を促す発声として)おい,ちょっと(hey)","/haɪ/","Hi, how are you?","こんにちは、お元気ですか？","NGSL"
"high","高い,高い所にある  / 《数の後に置いて》高さが…ある  / (数量・程度などが標準より)高い,大きい,激しい  / (身分・地位が)高い,高貴な  / 気高い,高潔な  / (声の調子が)高い,鋭い  / 値段の高い,金の掛かる,ぜいたくな  / 楽しい,陽気な,上得意の  / (時・季節が)盛りの,たけなわの  / (色が)濃い,赤い  / 《話》(酒・麻薬などに)酔って  /","/haɪ/","The mountain is high.","山が高いです。","NGSL"
"hide","〈他〉を隠す / 〈自〉隠れる, 潜む /","/haɪd/","The cat hid under the bed.","猫はベッドの下に隠れた。","NGSL"
"hill","〈C〉丘, 小山 / (特に道路の)傾斜,坂","/hɪl/","We climbed the hill and enjoyed the beautiful view.","私たちは丘を登って美しい景色を楽しんだ。","NGSL"
"hold","〈他〉(手などに)…を持つ,を持っている / ...を押しとどめる / (ある位置・状態に) ...を保つ / (容器などが) ...を入れている / 〈自〉しっかりと付いている / 《...に》しっかりつかまっている 《to ...》 / 《 ~ 形容詞》《...の》ままである /","/həʊld/","I have a hold on the situation.","私は状況を把握している。","NGSL"
"honor","〈U〉(人から受ける) 尊敬 / (広く世間から受ける) 名誉 /","/ˈɑnər/","It is an honor to meet you.","お会いできて光栄です。","NGSL"
"hopefully","願わくば, うまくいけば / 希望を持って","/həʊpfəli/","Hopefully, the weather will be nice for our picnic.","願わくば、ピクニックのために天気が良いことを願っています。","NGSL"
"hotel","ホテル,旅館","/həʊˈtɛl/","I'm staying at a hotel.","私はホテルに泊まっています。","NGSL"
"however","しかしながら, それにもかかわらず  / どんなに…でも / 《話》(いったい)どんなふうに / 【接】どのように...しても","/haʊˈɛvər/","However, I still managed to finish the project on time.","しかしながら、私はまだプロジェクトを時間通りに終わらせることができました。","NGSL"
"humor","〈U〉ユーモア, おかしさ / 〈C〉《…の》気分《for ...》","/'hjuːmər/","She has a great sense of humor.","彼女はユーモアのセンスが素晴らしいです。","NGSL"
"illegal","不法の,違法の","/ɪˈliːɡəl/","Engaging in illegal activities can result in severe consequences.","違法行為に従事すると深刻な結果を招く可能性があります。","NGSL"
"image","(鏡に映った)像,(レンズによる)映像  / (心に浮かぶ)像,心像,イメージ  / (絵・彫刻などによる人・動物などの)像,肖像;偶像《+of+名》  / (…に)そっくりの人(物)《+of+名》  / (…の)典型;(…の)化身《+of+名》  / (直喩(ちょくゆ)・隠喩などの)比喩  / …‘の'像を描く;…‘を'思い描く","/ˈɪmɪdʒ/","I saw my image in the mirror.","私は鏡に映った自分の像を見ました。","NGSL"
"impression","〈C〉〈U〉(…に与える)印象,感銘《+on(upon)+名》  / 〈C〉〈U〉(人・物についての)感じ《+of+名》  / 〈U〉(漠然とした)感じ,考え  / 〈C〉(圧力などでできた)(…の)跡,刻印,印(mark)《+of+名》  / 〈C〉(…の)まね《+of+名》  / 〈C〉印刷,刷り;(原版の)…刷","/ɪmˈprɛʃən/","Her smile left a lasting impression on me.","彼女の笑顔は私に強烈な印象を残した。","NGSL"
"inch","インチ(尺度の単位で1/12foot,2.54cm;《略》in.,in)  / わずかな距離,少量,少額,少し  / 《まれ》《複数形で》身長,背たけ","/ɪntʃ/","He measured the length of the table in inches.","彼はテーブルの長さをインチで測った。","NGSL"
"income","〈U〉(一定の) 収入, 所得","/ˈɪnkʌm/","My income has increased significantly this year.","私の収入は今年大幅に増加しました。","NGSL"
"indeed","《文全体または前の語を強調して》実に,全く, 本当に / 《前に言ったことを確認あるいは強調して》実は, 事実はそれどころか, 実はむしろ / 《譲歩を表して》なるほど,いかにも / 《話》まさか,まあ,ほんとうかい","/ɪnˈdid/","Indeed, it was a beautiful day.","実に、それは美しい日でした。","NGSL"
"infection","〈U〉伝染 / 感染〈C〉伝染病","/ɪnˈfɛkʃən/","The infection spread rapidly throughout the community.","感染はコミュニティ全体に急速に広がった。","NGSL"
"innocent","(人が)無罪の, 潔白な / (心の)純潔な,無邪気な","/ˈɪnəsənt/","It is believed that he was innocent.","彼は無実だと信じられている。","NGSL"
"intend","...を意図する, のつもりである","/ɪnˈtɛnd/","I intend to go to the gym tomorrow.","明日、ジムに行くつもりです。","NGSL"
"internal","内側の,内部にある  / 国内の(domestic)  / 内からとる,内用の","/ɪnˈtɜːrnəl/","The internal structure of the building is well-designed.","建物の内部構造はよく設計されています。","NGSL"
"interpretation","〈U〉《...の》解明, 説明《of ...》 / 《芸術作品・夢などの》解釈《of ...》  / 通訳","/ɪnˌtɜːrprɪˈteɪʃən/","The interpretation of the data is crucial for understanding the results.","データの解釈は結果を理解するために重要です。","NGSL"
"investigation","〈C〉〈U〉《...の》調査, 取り調べ, 研究《of, into ...》","/ɪnˌvɛstɪˈɡeɪʃən/","The police are conducting an investigation into the robbery.","警察は強盗事件について捜査を行っています。","NGSL"
"involvement","〈U〉《...への》関与,かかわり合い《in, with ...》 / 〈U/C〉《...への》熱中,没頭《in, with ...》","/ɪnˈvɒlv.mənt/","Her involvement in the project was crucial for its success.","彼女のプロジェクトへの関与は成功に不可欠でした。","NGSL"
"item","事項 / 項目、品目","/ˈaɪtəm/","The store has a wide variety of items.","店には多種多様な商品があります。","NGSL"
"joint","共同の","/dʒɔɪnt/","I have a joint bank account with my spouse.","私は配偶者と共同の銀行口座を持っています。","NGSL"
"journalist","ジャーナリスト","/dʒɜːrnəlɪst/","The journalist interviewed the politician for the news article.","ジャーナリストはニュース記事のために政治家にインタビューしました。","NGSL"
"jump","《副詞を伴って》(地面などから)跳ぶ,跳躍する  / 急に(さっと)立ち上がる  / (驚き・恐怖などで)《…に》ぎくっ(ぎょっ)として跳び上がる《at ...》  / 〈金額・数量が〉急増する,急上昇する  / …を跳び越える / 〈人・動物〉を跳躍させる,を急に動かす  / 《話》…に急に襲いかかる","/dʒʌmp/","She can jump really high.","彼女は本当に高く跳べる。","NGSL"
"kick","…をける,をけ飛ばす / (フットボールで)〈ゴール〉にキックで球を入れる / 《…を》ける《at ...》 / (フットボールで)キックする / 〈発射した銃などが〉反動を与える,はね返る / 《話》《…に》文句を言う,はねつける《at, against ...》","/kɪk/","He kicked the ball into the goal.","彼はボールをゴールにけった。","NGSL"
"key","《…の》鍵, かぎ《to ...》/ 《the 〜》《達成・理解・解決などの》手がかり,秘訣《to doing》 / (練習問題などの)解答の手引き / (辞書・地図などの)略語解 / 《the 〜》 / 《…への》重要地点, 《…にとって》重要な人(物)《to ...》 / (ぜんまいを巻く)ねじ / (楽器などの)キー,鍵 / (音楽で長短)調 / (声の)調子","/kiː/","I can't find the key to my car.","私は車の鍵が見つからない。","NGSL"
"kid","〈C〉《おもに米話》《複数形で》子供,若者 / 子ヤギ / 〈U〉子ヤギの皮","/kɪd/","The kids are playing in the park.","子供たちは公園で遊んでいます。","NGSL"
